Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Cost,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep
1055,12/1/2023,Charlie,West,4102.47,8,Furniture,3513,3513,Returning,0.13,Bank Transfer,Online,West-Charlie
1064,5/14/2023,Bob,South,5356.28,8,Electronics,4271.99,4271.99,Returning,0.04,Cash,Online,South-Bob
1003,4/28/2023,Charlie,South,5991.8,27,Furniture,623.32,623.32,Returning,0.04,Cash,Online,South-Charlie
1051,4/4/2023,Bob,East,198.25,12,Electronics,3544.48,3544.48,Returning,0.19,Cash,Online,East-Bob
1007,3/3/2023,Eve,West,4694.54,1,Food,2543.26,2543.26,Returning,0.2,Credit Card,Online,West-Eve
1021,7/13/2023,Bob,West,9638.64,43,Furniture,4154.3,4154.3,Returning,0.23,Cash,Retail,West-Bob
1073,12/1/2023,David,West,5238.42,40,Furniture,2565.3,2565.3,Returning,0.17,Credit Card,Retail,West-David
1039,7/22/2023,Alice,East,6807.67,42,Clothing,3120.19,3120.19,Returning,0.19,Credit Card,Retail,East-Alice
1018,1/26/2023,Alice,East,3187.45,11,Clothing,2414.82,2414.82,Returning,0,Cash,Online,East-Alice
1004,6/22/2023,Eve,South,7762.51,39,Electronics,2416.89,2416.89,Returning,0.05,Cash,Online,South-Eve
1089,10/27/2023,David,North,7751.92,43,Furniture,3851.45,3851.45,Returning,0.3,Credit Card,Online,North-David
1060,5/13/2023,Charlie,West,5260.83,31,Electronics,3161.4,3161.4,Returning,0.02,Bank Transfer,Online,West-Charlie
1014,11/22/2023,David,West,9762.54,17,Food,3184.65,3184.65,New,0.2,Bank Transfer,Online,West-David
1009,4/28/2023,Alice,North,1342.95,33,Clothing,2278.9,2278.9,New,0.05,Credit Card,Online,North-Alice
1090,11/20/2023,Alice,West,267.78,32,Electronics,2678.99,2678.99,Returning,0.22,Cash,Retail,West-Alice
1053,10/2/2023,David,East,7724.57,29,Electronics,3741.3,3741.3,Returning,0.21,Credit Card,Online,East-David
1002,7/31/2023,David,East,8090.84,21,Clothing,4138.41,4138.41,Returning,0.07,Credit Card,Retail,East-David
1084,8/13/2023,Alice,West,1290.05,21,Furniture,3497.98,3497.98,New,0.08,Cash,Online,West-Alice
1092,1/20/2023,Charlie,East,2729.27,40,Electronics,4624.16,4624.16,New,0.2,Bank Transfer,Retail,East-Charlie
1060,4/23/2023,Eve,East,273.77,23,Clothing,4110.6,4110.6,New,0.12,Credit Card,Online,East-Eve
1071,5/20/2023,Eve,West,3003.76,6,Furniture,2831.23,2831.23,Returning,0.06,Bank Transfer,Retail,West-Eve
1044,2/16/2023,David,South,7754.1,22,Food,3373.46,3373.46,Returning,0.22,Bank Transfer,Retail,South-David
1008,1/1/2023,Eve,North,5227.81,38,Clothing,4635.23,4635.23,Returning,0.05,Cash,Online,North-Eve
1047,3/31/2023,Alice,East,3546.15,37,Electronics,3114.88,3114.88,Returning,0.26,Credit Card,Online,East-Alice
1035,5/22/2023,Alice,South,3780.22,45,Food,4132.79,4132.79,New,0.15,Credit Card,Retail,South-Alice
1078,11/16/2023,David,East,113.4,8,Furniture,3459.61,3459.61,Returning,0.03,Bank Transfer,Online,East-David
1081,2/7/2023,David,East,3068.03,41,Furniture,2782.08,2782.08,New,0.21,Bank Transfer,Online,East-David
1036,10/20/2023,David,North,6499.94,49,Clothing,1247.1,1247.1,New,0.16,Cash,Online,North-David
1050,5/19/2023,Charlie,East,9744.52,35,Clothing,2158.69,2158.69,Returning,0.09,Bank Transfer,Retail,East-Charlie
1004,12/22/2023,Eve,North,8485.9,11,Clothing,4840.33,4840.33,New,0.13,Cash,Online,North-Eve
1002,11/29/2023,David,North,333.59,24,Furniture,3305.94,3305.94,New,0.09,Credit Card,Retail,North-David
1006,9/16/2023,Bob,North,8995.75,49,Food,2843.76,2843.76,New,0.08,Cash,Retail,North-Bob
1054,6/10/2023,Bob,South,7853.66,21,Furniture,4668.14,4668.14,New,0.05,Bank Transfer,Online,South-Bob
1004,6/27/2023,Alice,West,7825.72,2,Electronics,2953.23,2953.23,Returning,0.11,Credit Card,Retail,West-Alice
1054,1/10/2023,Eve,South,4634.16,40,Furniture,2654.11,2654.11,Returning,0.08,Cash,Online,South-Eve
1093,9/18/2023,David,West,4040.25,19,Electronics,3808.59,3808.59,New,0.21,Credit Card,Online,West-David
1063,5/18/2023,Bob,West,3098.87,39,Food,3577.69,3577.69,Returning,0.21,Cash,Retail,West-Bob
1018,6/21/2023,Eve,North,750.38,28,Clothing,1006.14,1006.14,New,0.15,Bank Transfer,Retail,North-Eve
1090,1/13/2023,Alice,East,2359.53,17,Clothing,2382.98,2382.98,Returning,0.23,Bank Transfer,Retail,East-Alice
1044,6/17/2023,Charlie,North,2541.38,6,Furniture,2388.95,2388.95,Returning,0.25,Credit Card,Retail,North-Charlie
1034,5/10/2023,Eve,East,4892.36,19,Clothing,1922.21,1922.21,Returning,0.17,Credit Card,Retail,East-Eve
1074,3/25/2023,Eve,West,7499.7,38,Food,2610.6,2610.6,Returning,0.19,Credit Card,Online,West-Eve
1062,11/17/2023,Charlie,North,4790.72,28,Clothing,2094.88,2094.88,Returning,0.08,Cash,Retail,North-Charlie
1100,11/15/2023,Eve,East,672.66,2,Furniture,1036.76,1036.76,New,0.27,Bank Transfer,Online,East-Eve
1014,4/11/2023,Alice,South,9582.12,38,Food,2091.21,2091.21,Returning,0.01,Credit Card,Online,South-Alice
1095,11/25/2023,Alice,East,9432.97,37,Electronics,407.77,407.77,New,0.1,Credit Card,Retail,East-Alice
1048,9/30/2023,Charlie,North,7873.38,4,Furniture,2900.14,2900.14,New,0.22,Credit Card,Retail,North-Charlie
1015,9/22/2023,David,South,9914.15,22,Electronics,4275.59,4275.59,Returning,0.02,Cash,Retail,South-David
1072,2/7/2023,Bob,East,5490.38,26,Food,3640.17,3640.17,New,0.05,Credit Card,Retail,East-Bob
1078,4/4/2023,David,East,9631.41,49,Furniture,1833.95,1833.95,Returning,0.18,Credit Card,Retail,East-David
1087,4/5/2023,Eve,East,848.49,43,Furniture,481,481,New,0.17,Cash,Online,East-Eve
1062,11/1/2023,Bob,East,3720.24,36,Food,1050.64,1050.64,New,0.22,Cash,Online,East-Bob
1040,3/10/2023,Charlie,East,2331.27,13,Clothing,2750.18,2750.18,Returning,0.24,Credit Card,Online,East-Charlie
1085,11/14/2023,Charlie,South,2038.75,32,Furniture,1074.93,1074.93,Returning,0.04,Credit Card,Retail,South-Charlie
1080,8/24/2023,Bob,West,1493.95,17,Furniture,2742.67,2742.67,Returning,0.01,Cash,Retail,West-Bob
1082,11/30/2023,Alice,South,6261.9,41,Electronics,1196.42,1196.42,Returning,0.21,Bank Transfer,Online,South-Alice
1053,5/17/2023,Bob,South,7835.09,36,Clothing,4252.17,4252.17,New,0.09,Cash,Retail,South-Bob
1024,3/17/2023,Eve,South,5825.15,46,Electronics,2016.49,2016.49,Returning,0.19,Bank Transfer,Retail,South-Eve
1026,2/4/2023,Alice,West,1554.93,19,Electronics,1265.48,1265.48,New,0.05,Credit Card,Retail,West-Alice
1089,1/1/2023,Charlie,North,8130.13,35,Clothing,4071.01,4071.01,New,0.14,Credit Card,Online,North-Charlie
1060,10/23/2023,Bob,West,6395.95,46,Clothing,1747.05,1747.05,New,0.15,Bank Transfer,Retail,West-Bob
1041,11/16/2023,David,South,3942.84,40,Food,601.86,601.86,New,0.18,Cash,Online,South-David
1029,3/1/2023,David,East,6773.89,28,Clothing,2873.53,2873.53,New,0.15,Credit Card,Retail,East-David
1015,11/16/2023,Eve,East,2673.06,1,Furniture,2928.74,2928.74,New,0.15,Bank Transfer,Retail,East-Eve
1045,12/15/2023,David,South,3517.4,42,Clothing,3587.74,3587.74,Returning,0.1,Cash,Online,South-David
1065,11/24/2023,Bob,East,9183.11,18,Food,1239.09,1239.09,New,0.02,Bank Transfer,Retail,East-Bob
1089,9/24/2023,Bob,South,2975.99,48,Food,2246.67,2246.67,New,0.03,Cash,Retail,South-Bob
1071,12/27/2023,David,East,4752.88,40,Food,1447.72,1447.72,New,0.13,Cash,Retail,East-David
1009,8/17/2023,Bob,West,8912.4,33,Clothing,450.72,450.72,Returning,0.11,Cash,Online,West-Bob
1088,9/27/2023,Eve,North,7106.44,12,Clothing,4389.24,4389.24,Returning,0.15,Cash,Retail,North-Eve
1001,11/12/2023,Alice,North,715.81,8,Electronics,3657.91,3657.91,New,0.09,Bank Transfer,Retail,North-Alice
1008,10/13/2023,Eve,West,1558.3,24,Electronics,1542.24,1542.24,Returning,0.21,Bank Transfer,Retail,West-Eve
1088,10/18/2023,Eve,West,177.63,16,Furniture,3016.9,3016.9,New,0.26,Bank Transfer,Retail,West-Eve
1063,8/1/2023,Bob,South,6346.13,4,Electronics,1046.26,1046.26,Returning,0.09,Bank Transfer,Retail,South-Bob
1011,6/14/2023,Alice,South,4531.97,38,Furniture,4456.67,4456.67,New,0.06,Bank Transfer,Online,South-Alice
1081,1/5/2023,Bob,South,1429.32,44,Food,618.79,618.79,Returning,0.03,Cash,Online,South-Bob
1008,12/5/2023,Charlie,East,9583.55,27,Electronics,68.99,68.99,Returning,0.18,Credit Card,Retail,East-Charlie
1035,3/19/2023,Bob,South,5343.63,9,Clothing,2534.94,2534.94,Returning,0.13,Credit Card,Retail,South-Bob
1035,3/3/2023,Bob,West,2494.74,47,Electronics,2936.48,2936.48,New,0.06,Bank Transfer,Online,West-Bob
1033,5/12/2023,Bob,North,5055.98,16,Furniture,2915.88,2915.88,New,0.2,Bank Transfer,Retail,North-Bob
1005,3/30/2023,Alice,East,6828.24,12,Electronics,319.83,319.83,New,0.04,Credit Card,Retail,East-Alice
1041,8/25/2023,Bob,South,854.77,31,Food,1604.52,1604.52,Returning,0.17,Cash,Retail,South-Bob
1028,2/11/2023,Alice,East,2819.57,24,Clothing,2521.03,2521.03,Returning,0.16,Bank Transfer,Retail,East-Alice
1007,3/30/2023,David,East,8088.96,14,Furniture,1122.07,1122.07,New,0.22,Cash,Retail,East-David
1073,10/23/2023,Charlie,South,4650.68,45,Clothing,4369.5,4369.5,Returning,0.02,Credit Card,Retail,South-Charlie
1072,11/24/2023,Alice,East,5511.11,25,Clothing,481.19,481.19,New,0.27,Credit Card,Retail,East-Alice
1012,10/22/2023,David,North,4384.88,34,Furniture,2462.55,2462.55,New,0.21,Bank Transfer,Retail,North-David
1034,4/14/2023,Alice,West,534.61,3,Clothing,3472.51,3472.51,New,0.06,Cash,Online,West-Alice
1033,1/14/2023,Alice,West,1740.92,24,Clothing,1345.67,1345.67,New,0.06,Bank Transfer,Online,West-Alice
1048,10/15/2023,Charlie,North,4510.86,42,Electronics,3139.99,3139.99,Returning,0.13,Credit Card,Retail,North-Charlie
1023,6/28/2023,Eve,East,2170.94,9,Clothing,4155.46,4155.46,Returning,0.25,Cash,Retail,East-Eve
1062,5/5/2023,Eve,South,594.79,26,Clothing,992.17,992.17,Returning,0.25,Bank Transfer,Retail,South-Eve
1088,12/19/2023,Alice,East,8452.13,20,Clothing,4590.24,4590.24,New,0.16,Bank Transfer,Retail,East-Alice
1037,1/23/2023,Bob,North,9813.81,40,Clothing,2790.11,2790.11,Returning,0.26,Bank Transfer,Online,North-Bob
1099,3/4/2023,David,East,7952.11,10,Furniture,1531.2,1531.2,New,0,Credit Card,Online,East-David
1044,5/23/2023,Bob,West,8552.47,19,Food,2182.75,2182.75,New,0.01,Bank Transfer,Online,West-Bob
1086,6/2/2023,Bob,East,2495.57,3,Electronics,1595.35,1595.35,New,0.27,Cash,Online,East-Bob
1091,5/25/2023,Alice,North,9610.21,24,Clothing,3639.3,3639.3,New,0.23,Bank Transfer,Retail,North-Alice
1035,8/13/2023,Alice,West,2049.56,5,Clothing,3991.69,3991.69,New,0.14,Credit Card,Retail,West-Alice
1065,11/5/2023,Alice,East,9519.16,3,Furniture,4173.04,4173.04,New,0.23,Bank Transfer,Retail,East-Alice
1099,4/14/2023,Alice,East,9948.71,27,Food,4929.55,4929.55,Returning,0.29,Credit Card,Online,East-Alice
1047,4/14/2023,Eve,West,7146.06,16,Clothing,3966.86,3966.86,Returning,0.23,Credit Card,Retail,West-Eve
1078,2/8/2023,Alice,South,9813.32,49,Furniture,3026.85,3026.85,Returning,0.25,Cash,Retail,South-Alice
1003,7/17/2023,Eve,West,5738.44,15,Electronics,1729.14,1729.14,Returning,0.23,Cash,Online,West-Eve
1001,5/14/2023,Eve,South,2669.46,35,Electronics,2745.75,2745.75,New,0.05,Bank Transfer,Online,South-Eve
1005,3/8/2023,Alice,North,4426.26,12,Clothing,253.29,253.29,New,0.25,Credit Card,Online,North-Alice
1090,6/28/2023,Charlie,North,5976.25,41,Clothing,3736.88,3736.88,Returning,0.06,Credit Card,Online,North-Charlie
1014,2/11/2023,David,West,823.51,44,Food,2257.48,2257.48,Returning,0.27,Cash,Online,West-David
1027,1/15/2023,Bob,West,6261.2,26,Food,149.11,149.11,Returning,0.14,Cash,Retail,West-Bob
1009,4/21/2023,Eve,North,9813.66,47,Clothing,359.41,359.41,Returning,0.2,Bank Transfer,Retail,North-Eve
1079,6/6/2023,David,South,1982.07,34,Furniture,1967.96,1967.96,Returning,0.15,Credit Card,Online,South-David
1015,10/16/2023,Charlie,North,7946.69,23,Food,2937.94,2937.94,Returning,0.03,Cash,Retail,North-Charlie
1090,8/19/2023,Bob,West,9088.2,31,Clothing,2347.81,2347.81,Returning,0.09,Bank Transfer,Retail,West-Bob
1042,6/6/2023,Bob,North,9442.65,20,Food,3115.06,3115.06,Returning,0.3,Credit Card,Retail,North-Bob
1077,2/7/2023,Eve,West,9605.34,12,Clothing,2427.46,2427.46,New,0.29,Credit Card,Retail,West-Eve
1051,4/7/2023,Alice,West,5262.45,23,Electronics,3325.43,3325.43,New,0.1,Cash,Online,West-Alice
1063,10/16/2023,Charlie,North,9775.35,4,Clothing,1134.67,1134.67,New,0.3,Bank Transfer,Retail,North-Charlie
1096,9/11/2023,Eve,South,7597.37,23,Electronics,608.57,608.57,New,0.25,Cash,Retail,South-Eve
1052,7/15/2023,Charlie,East,1700.55,48,Food,3002.35,3002.35,Returning,0.18,Bank Transfer,Retail,East-Charlie
1096,3/27/2023,Alice,North,4821.31,48,Clothing,2449.21,2449.21,New,0.01,Credit Card,Online,North-Alice
1004,11/18/2023,Alice,East,7211.48,1,Food,182.99,182.99,Returning,0.27,Bank Transfer,Retail,East-Alice
1094,1/10/2023,Eve,North,2548.67,25,Electronics,1933.39,1933.39,New,0.17,Bank Transfer,Online,North-Eve
1023,1/5/2023,Alice,East,6442.09,2,Clothing,575.32,575.32,Returning,0.26,Bank Transfer,Online,East-Alice
1015,5/3/2023,David,South,6699.34,30,Food,2680.22,2680.22,Returning,0.25,Bank Transfer,Online,South-David
1043,11/26/2023,Bob,South,1710.73,3,Electronics,2009.1,2009.1,New,0.25,Bank Transfer,Online,South-Bob
1029,12/19/2023,Eve,North,5694.34,21,Food,3085.1,3085.1,New,0.21,Cash,Retail,North-Eve
1036,4/28/2023,Charlie,West,7739.11,25,Furniture,4037.73,4037.73,Returning,0.09,Bank Transfer,Online,West-Charlie
1013,10/21/2023,David,East,5039.07,20,Electronics,1533.36,1533.36,Returning,0.1,Bank Transfer,Online,East-David
1032,6/8/2023,Eve,West,219.82,49,Electronics,4812.41,4812.41,Returning,0.09,Credit Card,Online,West-Eve
1071,10/30/2023,Alice,West,189.48,22,Electronics,2701.39,2701.39,New,0.01,Bank Transfer,Online,West-Alice
1059,8/16/2023,Alice,West,3634.59,21,Clothing,3110.54,3110.54,New,0.17,Credit Card,Online,West-Alice
1086,12/31/2023,Alice,South,9269.32,33,Clothing,3419.33,3419.33,Returning,0.21,Cash,Retail,South-Alice
1028,8/4/2023,Alice,North,2363.9,38,Clothing,3350.32,3350.32,New,0.26,Cash,Online,North-Alice
1066,7/3/2023,Charlie,North,6380.2,15,Furniture,2579.31,2579.31,Returning,0.04,Bank Transfer,Retail,North-Charlie
1042,1/15/2023,David,South,2298.55,46,Furniture,2172.38,2172.38,New,0.16,Cash,Retail,South-David
1045,6/6/2023,Bob,South,3284.53,15,Electronics,316.22,316.22,New,0,Bank Transfer,Online,South-Bob
1062,5/16/2023,Charlie,North,8495.62,46,Furniture,159.32,159.32,New,0.03,Cash,Retail,North-Charlie
1057,9/18/2023,Charlie,West,7315.73,25,Food,1821.91,1821.91,New,0.02,Bank Transfer,Retail,West-Charlie
1006,6/6/2023,Bob,East,1044.45,21,Electronics,1701.62,1701.62,New,0.22,Bank Transfer,Retail,East-Bob
1028,2/16/2023,Bob,East,4344.15,24,Electronics,1969.09,1969.09,Returning,0.02,Credit Card,Online,East-Bob
1028,11/20/2023,Alice,East,388.78,5,Food,734.92,734.92,Returning,0.21,Credit Card,Online,East-Alice
1044,11/28/2023,Charlie,West,4860.81,6,Electronics,3703.93,3703.93,New,0.07,Credit Card,Online,West-Charlie
1084,6/22/2023,Eve,North,6658.1,49,Furniture,4291.97,4291.97,Returning,0.26,Credit Card,Online,North-Eve
1030,5/10/2023,Bob,South,1273.18,43,Clothing,4696.64,4696.64,Returning,0.24,Bank Transfer,Online,South-Bob
1062,4/5/2023,Bob,North,2959.96,48,Food,2487.19,2487.19,New,0.29,Cash,Online,North-Bob
1075,4/25/2023,David,West,4038.58,44,Furniture,3519.29,3519.29,Returning,0.27,Bank Transfer,Online,West-David
1092,8/31/2023,Eve,South,9203.36,47,Food,4284.98,4284.98,New,0.28,Credit Card,Retail,South-Eve
1089,10/19/2023,Eve,West,9933.22,23,Food,2120.54,2120.54,Returning,0.26,Credit Card,Retail,West-Eve
1062,10/9/2023,Bob,East,544.62,4,Electronics,1581.59,1581.59,Returning,0.21,Cash,Online,East-Bob
1097,10/26/2023,Alice,East,7633.98,27,Electronics,4686.79,4686.79,Returning,0.05,Credit Card,Retail,East-Alice
1001,10/10/2023,David,West,3780.07,18,Furniture,2602.6,2602.6,Returning,0.08,Bank Transfer,Online,West-David
1027,3/10/2023,Eve,South,3985.34,21,Food,2511.41,2511.41,Returning,0.06,Bank Transfer,Online,South-Eve
1062,5/28/2023,Bob,South,7567.22,28,Electronics,933.16,933.16,Returning,0.18,Bank Transfer,Online,South-Bob
1077,1/11/2023,Eve,North,9192.42,35,Electronics,585.37,585.37,Returning,0.15,Bank Transfer,Retail,North-Eve
1003,9/11/2023,David,East,9514.19,22,Food,4218.43,4218.43,New,0.26,Bank Transfer,Online,East-David
1070,11/26/2023,David,North,5813.51,40,Furniture,3089.96,3089.96,New,0.29,Cash,Online,North-David
1072,12/26/2023,Charlie,North,3635.5,23,Furniture,1662.83,1662.83,New,0.12,Bank Transfer,Online,North-Charlie
1027,2/7/2023,Bob,West,7896.74,3,Food,999.09,999.09,New,0.15,Credit Card,Online,West-Bob
1009,5/14/2023,David,West,2584.91,40,Furniture,2799.71,2799.71,Returning,0.29,Credit Card,Retail,West-David
1062,7/19/2023,Charlie,North,5684.33,10,Electronics,2940.4,2940.4,Returning,0.08,Credit Card,Online,North-Charlie
1037,1/23/2023,Charlie,East,3649.93,25,Food,1074.62,1074.62,Returning,0.24,Credit Card,Retail,East-Charlie
1097,10/30/2023,Eve,West,6600.65,49,Electronics,4264.46,4264.46,New,0.07,Cash,Retail,West-Eve
1051,12/12/2023,Eve,North,2479.95,8,Clothing,467.11,467.11,New,0.2,Credit Card,Online,North-Eve
1044,10/29/2023,Charlie,North,1996.77,11,Clothing,1812.66,1812.66,New,0.08,Cash,Online,North-Charlie
1024,12/29/2023,Eve,North,9190.57,5,Furniture,3417.9,3417.9,Returning,0.27,Credit Card,Retail,North-Eve
1079,8/6/2023,David,North,1107.86,45,Clothing,1406.9,1406.9,New,0.17,Cash,Retail,North-David
1059,5/21/2023,Alice,North,5108.98,37,Electronics,4146.99,4146.99,Returning,0.06,Cash,Retail,North-Alice
1032,4/14/2023,David,North,2286.44,45,Clothing,3712.35,3712.35,New,0.07,Cash,Retail,North-David
1096,7/29/2023,Charlie,West,485.41,38,Electronics,3955.66,3955.66,Returning,0.15,Credit Card,Online,West-Charlie
1088,4/21/2023,Charlie,East,456.59,29,Furniture,639.58,639.58,New,0.29,Cash,Retail,East-Charlie
1052,4/14/2023,David,North,1834.7,5,Furniture,745.71,745.71,Returning,0.23,Bank Transfer,Retail,North-David
1062,11/12/2023,Eve,South,8681.03,9,Electronics,1468.05,1468.05,New,0.15,Bank Transfer,Retail,South-Eve
1058,6/20/2023,Eve,West,2896.54,48,Clothing,2614.48,2614.48,New,0.1,Credit Card,Retail,West-Eve
1052,12/22/2023,Charlie,West,9509.55,2,Furniture,3752.68,3752.68,Returning,0.16,Bank Transfer,Online,West-Charlie
1012,11/20/2023,Bob,North,5858.06,1,Food,4190.83,4190.83,Returning,0.22,Bank Transfer,Online,North-Bob
1039,5/13/2023,Eve,West,4422.48,40,Furniture,3536.46,3536.46,New,0.24,Bank Transfer,Online,West-Eve
1002,10/20/2023,David,North,5842.88,30,Clothing,4646.55,4646.55,Returning,0.1,Credit Card,Retail,North-David
1003,11/24/2023,Eve,East,5215.31,11,Food,3706.78,3706.78,New,0.22,Credit Card,Retail,East-Eve
1056,5/7/2023,David,East,7611.88,28,Clothing,1566.03,1566.03,Returning,0.2,Bank Transfer,Online,East-David
1081,4/16/2023,Charlie,West,2896.71,44,Electronics,1362.15,1362.15,New,0.29,Credit Card,Online,West-Charlie
1059,4/2/2023,Eve,West,3595.2,12,Food,3496.15,3496.15,Returning,0.28,Cash,Retail,West-Eve
1002,10/14/2023,David,South,8951.53,39,Clothing,1004.71,1004.71,New,0.24,Bank Transfer,Online,South-David
1002,2/20/2023,Charlie,West,9469.92,26,Food,508.94,508.94,New,0.22,Credit Card,Retail,West-Charlie
1092,1/29/2023,Bob,South,8936.33,13,Clothing,2684.5,2684.5,New,0.08,Credit Card,Retail,South-Bob
1054,10/23/2023,David,East,4252.54,8,Food,4117.13,4117.13,Returning,0.25,Bank Transfer,Retail,East-David
1087,10/24/2023,Bob,East,7825.62,28,Clothing,551.83,551.83,New,0.13,Credit Card,Retail,East-Bob
1096,8/2/2023,Bob,North,4815.72,30,Electronics,3969.86,3969.86,Returning,0.08,Bank Transfer,Retail,North-Bob
1097,9/24/2023,Alice,East,5025.64,9,Food,4067.28,4067.28,Returning,0.12,Credit Card,Retail,East-Alice
1001,9/14/2023,Eve,South,2126.33,39,Food,2437.26,2437.26,Returning,0.25,Cash,Online,South-Eve
1019,10/29/2023,David,West,5952.19,31,Food,333.69,333.69,New,0.04,Bank Transfer,Online,West-David
